0,39
1,43
2,48
3,45
4,46
5,44
6,49
7,42
8,53
9,58
10,57
11,53
12,52
13,51
14,50
15,44
16,42
17,44
18,44
19,41
20,44
21,45
22,49
23,42
24,43
25,35
26,39
27,38
28,45
29,44
30,44
31,38
32,50
33,36
34,35
35,36
36,39
37,43
38,45
39,41
40,42
41,54
42,43
43,45
44,26
45,29
46,26
47,29
48,28
49,30
50,44
51,38
52,35
53,29
54,32
55,30
56,25
57,28
58,29
59,38
60,44
61,43
62,42
63,43
64,48
65,45
66,47
67,52
68,52
69,48
70,48
71,48
72,53
73,52
74,44
75,42
76,46
77,41
78,36
79,32
80,44
81,46
82,52
83,48
84,42
85,42
86,34
87,44
88,31
89,30
90,30
91,30
92,31
93,33
94,31
95,39
96,35
97,38
98,43
99,43
100,43
101,44
102,44
103,50
104,38
105,37
106,37
107,37
108,46
109,36
110,40
111,40
112,39
113,46
114,41
115,37
116,40
117,42
118,32
119,36
120,38
121,38
122,35
123,41
124,50
125,48
126,46
127,48
128,46
129,44
130,51
131,46
132,48
133,49
134,51
135,56
136,49
137,52
138,49
139,53
140,52
141,49
142,46
143,48
144,56
145,46
146,46
147,48
148,53
149,46
150,46
151,48
152,49
153,48
154,51
155,41
156,41
157,40
158,30
159,38
160,46
161,50
162,40
163,34
164,38
165,37
166,37
167,36
168,33
169,36
170,36
171,39
172,37
173,39
174,44
175,48
176,44
177,47
178,43
179,47
180,43
181,39
182,36
183,40
184,40
185,40
186,37
187,40
188,40
189,36
190,34
191,30
192,40
193,26
194,26
195,33
196,32
197,32
198,35
199,47
200,45
201,46
202,46
203,46
204,43
205,45
206,34
207,38
208,39
209,34
210,34
211,43
212,48
213,30
214,47
215,32
216,38
217,42
218,35
219,35
220,37
221,34
222,34
223,43
224,39
225,38
226,36
227,42
228,35
229,24
230,33
231,39
232,38
233,35
234,38
235,42
236,42
237,43
238,51
239,53
240,40
241,36
242,34
243,33
244,39
245,35
246,37
247,39
248,45
249,45
250,47
251,47
252,52
253,48
254,48
255,44
256,56
257,43
258,43
259,59
260,55
261,59
262,45
263,43
264,45
265,45
266,42
267,39
268,38
269,42
270,36
271,32
272,31
273,31
274,37
275,29
276,31
277,30
278,30
279,38
280,47
281,43
282,46
283,36
284,42
285,34
286,30
287,39
288,39
289,38
290,37
291,37
292,38
293,36
294,42
295,36
296,34
297,37
298,44
299,36
300,28
301,25
302,25
303,29
304,29
305,29
306,29
307,35
308,32
309,32
310,31
311,37
312,37
313,35
314,35
315,35
316,34
317,37
318,43
319,30
320,32
321,34
322,36
323,49
324,41
325,37
326,41
327,39
328,36
329,38
330,43
331,34
332,26
333,34
334,20
335,24
336,24
337,30
338,44
339,32
340,30
341,31
342,35
343,33
344,43
345,46
346,52
347,35
348,35
349,36
350,36
351,44
352,40
353,44
354,36
355,46
356,40
357,54
358,48
359,42
360,48
361,46
362,51
363,49
364,49
365,52
366,54
367,52
368,47
369,43
370,51
371,45
372,44
373,48
374,46
375,38
376,38
377,42
378,34
379,36
380,35
381,32
382,33
383,34
384,35
385,39
386,35
387,34
388,41
389,39
390,47
391,35
392,36
393,50
394,38
395,34
396,42
397,32
398,48
399,48
400,40
401,39
402,33
403,36
404,40
405,41
406,40
407,33
408,30
409,33
410,31
411,37
412,35
413,32
414,34
415,40
416,32
417,32
418,36
419,36
420,40
421,38
422,42
423,40
424,38
425,38
426,36
427,34
428,47
429,40
430,46
431,34
432,38
433,34
434,25
435,23
436,35
437,28
438,28
439,34
440,42
441,47
442,40
443,47
444,45
445,38
446,42
447,39
448,41
449,38
450,39
451,42
452,43
453,43
454,47
455,36
456,38
457,28
458,26
459,37
460,28
461,14
462,14
463,22
464,15
465,20
466,19
467,20
468,26
469,18
470,18
471,28
472,23
473,27
474,28
475,40
476,37
477,30
478,34
479,34
480,30
481,27
482,31
483,30
484,30
485,32
486,38
487,28
488,30
489,31
490,26
491,28
492,28
493,27
494,33
495,24
496,25
497,29
498,35
499,47
500,47
501,45
502,43
503,45
504,45
505,42
506,42
507,34
508,40
509,40
510,39
511,39
512,47
513,50
514,53
515,48
516,41
517,42
518,50
519,47
520,49
521,47
522,43
523,47
524,39
525,33
526,33
527,36
528,30
529,35
530,40
531,42
532,42
533,42
534,40
535,43
536,45
537,51
538,49
539,53
540,51
541,56
542,49
543,49
544,50
545,54
546,44
547,40
548,40
549,45
550,44
551,48
552,46
553,48
554,52
555,46
556,48
557,48
558,49
559,48
560,46
561,46
562,48
563,48
564,49
565,44
566,45
567,45
568,41
569,45
570,47
571,52
572,40
573,36
574,38
575,42
576,43
577,45
578,44
579,44
580,42
581,45
582,44
583,50
584,45
585,52
586,50
587,58
588,44
589,43
590,44
591,46
592,47
593,43
594,44
595,39
596,41
597,53
598,52
599,55
600,50
601,46
602,46
603,48
604,50
605,56
606,55
607,56
608,56
609,56
610,52
611,48
612,48
613,46
614,42
615,42
616,44
617,40
618,33
619,35
620,30
621,34
622,45
623,36
624,39
625,39
626,37
627,40
628,39
629,27
630,38
631,39
632,31
633,28
634,35
635,39
636,42
637,40
638,37
639,33
640,35
641,30
642,40
643,30
644,24
645,36
646,33
647,34
648,28
649,26
650,38
651,22
652,30
653,23
654,36
655,20
656,19
657,28
658,31
659,37
660,39
661,41
662,41
663,42
664,42
665,44
666,44
667,38
668,38
669,30
670,28
671,36
672,33
673,34
674,23
675,27
676,28
677,27
678,29
679,32
680,44
681,43
682,39
683,45
684,46
685,43
686,40
687,46
688,45
689,42
690,44
691,43
692,45
693,43
694,43
695,42
696,43
697,42
698,47
699,51
700,51
701,47
702,53
703,49
704,45
705,50
706,49
707,52
708,59
709,59
710,63
711,49
712,49
713,39
714,42
715,50
716,48
717,53
718,46
719,50
720,53
721,48
722,51
723,46
724,48
725,46
726,55
727,55
728,57
729,57
730,55
731,59
732,55
733,45
734,44
735,41
736,38
737,38
738,34
739,39
740,34
741,38
742,36
743,38
744,31
745,35
746,28
747,34
748,45
749,33
750,25
751,30
752,29
753,26
754,26
755,26
756,29
757,34
758,34
759,44
760,36
761,39
762,31
763,34
764,35
765,35
766,37
767,29
768,29
769,30
770,31
771,31
772,37
773,34
774,44
775,33
776,31
777,32
778,32
779,39
780,39
781,36
782,34
783,31
784,28
785,31
786,35
787,39
788,35
789,33
790,36
791,43
792,37
793,37
794,38
795,42
796,41
797,43
798,42
799,43
800,49
801,43
802,38
803,42
804,39
805,40
806,40
807,34
808,41
809,41
810,42
811,34
812,35
813,40
814,36
815,32
816,40
817,48
818,36
819,32
820,35
821,35
822,35
823,33
824,36
825,32
826,28
827,42
828,37
829,24
830,23
831,26
832,39
833,25
834,36
835,32
836,29
837,35
838,28
839,26
840,28
841,29
842,47
843,21
844,29
845,29
846,34
847,42
848,25
849,20
850,29
851,36
852,38
853,29
854,31
855,41
856,35
857,41
858,31
859,34
860,35
861,29
862,33
863,34
864,28
865,34
866,33
867,38
868,41
869,43
870,47
871,43
872,37
873,43
874,41
875,42
876,40
877,42
878,40
879,45
880,30
881,30
882,24
883,26
884,26
885,30
886,35
887,30
888,29
889,30
890,31
891,33
892,45
893,34
894,34
895,37
896,41
897,44
898,43
899,43
900,49
901,26
902,24
903,24
904,36
905,31
906,32
907,45
908,45
909,49
910,37
911,40
912,41
913,33
914,34
915,38
916,31
917,38
918,34
919,38
920,37
921,45
922,38
923,33
924,49
925,36
926,34
927,31
928,31
929,26
930,26
931,30
932,27
933,43
934,35
935,39
936,34
937,27
938,30
939,38
940,42
941,44
942,44
943,48
944,44
945,34
946,28
947,34
948,31
949,33
950,33
951,37
952,37
953,34
954,35
955,37
956,37
957,35
958,35
959,45
960,37
961,35
962,30
963,34
964,29
965,27
966,30
967,34
968,30
969,36
970,36
971,40
972,35
973,41
974,31
975,38
976,42
977,36
978,45
979,42
980,37
981,43
982,46
983,37
984,45
985,45
986,39
987,40
988,40
989,35
990,35
991,44
992,38
993,42
994,39
995,33
996,28
997,32
998,31
999,29
1000,26
1001,35
1002,35
1003,28
1004,28
1005,26
1006,28
1007,44
1008,28
1009,32
1010,26
1011,31
1012,39
1013,32
1014,34
1015,48
1016,32
1017,33
1018,35
1019,33
1020,33
1021,33
1022,36
1023,46
1024,41
1025,44
1026,45
1027,45
1028,42
1029,39
1030,43
1031,43
1032,41
1033,41
1034,41
1035,37
1036,35
1037,35
1038,33
1039,30
1040,30
1041,32
1042,35
1043,42
1044,23
1045,24
1046,29
1047,33
1048,39
1049,34
1050,32
1051,32
1052,37
1053,37
1054,37
1055,37
1056,35
1057,43
1058,43
1059,38
1060,39
1061,35
1062,41
1063,43
1064,31
1065,36
1066,39
1067,37
1068,37
1069,37
1070,33
1071,39
1072,29
1073,26
1074,28
1075,20
1076,26
1077,25
1078,23
1079,31
1080,29
1081,46
1082,30
1083,42
1084,47
1085,43
1086,39
1087,39
1088,33
1089,41
1090,37
1091,35
1092,37
1093,47
1094,44
1095,36
1096,38
1097,34
1098,37
1099,29
1100,29
1101,32
1102,35
1103,34
1104,32
1105,35
1106,37
1107,37
1108,37
1109,43
1110,49
1111,52
1112,51
1113,42
1114,41
1115,43
1116,38
1117,40
1118,38
1119,44
1120,36
1121,45
1122,42
1123,30
1124,33
1125,33
1126,36
1127,29
1128,27
1129,27
1130,24
1131,28
1132,28
1133,38
1134,25
1135,22
1136,27
1137,35
1138,34
1139,36
1140,33
1141,35
1142,27
1143,32
1144,26
1145,26
1146,27
1147,24
1148,30
1149,31
1150,34
1151,30
1152,39
1153,36
1154,30
1155,42
1156,35
1157,37
1158,36
1159,45
1160,48
1161,35
1162,45
1163,34
1164,32
1165,36
1166,36
1167,36
1168,41
1169,39
1170,39
1171,36
1172,37
1173,35
1174,31
1175,34
1176,33
1177,36
1178,28
1179,28
1180,25
1181,37
1182,32
1183,30
1184,32
1185,32
1186,31
1187,35
1188,26
1189,25
1190,33
1191,31
1192,31
1193,36
1194,38
1195,44
1196,33
1197,30
1198,43
1199,22
1200,24
1201,26
1202,24
1203,26
1204,34
1205,38
1206,30
1207,27
1208,33
1209,18
1210,30
1211,20
1212,28
1213,25
1214,37
1215,38
1216,39
1217,47
1218,45
1219,38
1220,46
1221,42
1222,36
1223,29
1224,29
1225,31
1226,24
1227,33
1228,24
1229,23
1230,35
1231,32
1232,38
1233,37
1234,37
1235,47
1236,35
1237,26
1238,32
1239,24
1240,29
1241,36
1242,38
1243,24
1244,22
1245,24
1246,24
1247,26
1248,38
1249,32
1250,27
1251,25
1252,25
1253,28
1254,29
1255,29
1256,44
1257,26
1258,29
1259,29
1260,43
1261,25
1262,26
1263,28
1264,28
1265,28
1266,30
1267,32
1268,34
1269,45
1270,38
1271,41
1272,45
1273,39
1274,41
1275,41
1276,40
1277,38
1278,35
1279,38
1280,41
1281,44
1282,45
1283,41
1284,35
1285,35
1286,33
1287,35
1288,35
1289,36
1290,34
1291,36
1292,34
1293,37
1294,32
1295,42
1296,34
1297,41
1298,32
1299,29
1300,28
1301,28
1302,28
1303,35
1304,38
1305,42
1306,36
1307,35
1308,33
1309,35
1310,23
1311,33
1312,25
1313,22
1314,43
1315,30
1316,22
1317,27
1318,28
1319,29
1320,29
1321,37
1322,38
1323,39
1324,27
1325,30
1326,32
1327,36
1328,41
1329,40
1330,40
1331,40
1332,32
1333,28
1334,29
1335,33
1336,25
1337,21
1338,21
1339,26
1340,24
1341,28
1342,28
1343,30
1344,27
1345,25
1346,29
1347,31
1348,33
1349,31
1350,31
1351,36
1352,34
1353,33
1354,36
1355,39
1356,40
1357,35
1358,39
1359,35
1360,36
1361,36
1362,34
1363,34
1364,34
1365,37
1366,28
1367,37
1368,26
1369,24
1370,24
1371,40
1372,33
1373,42
1374,23
1375,34
1376,24
1377,25
1378,24
1379,32
1380,30
1381,37
1382,36
1383,42
1384,37
1385,37
1386,28
1387,24
1388,26
1389,25
1390,29
1391,25
1392,37
1393,28
1394,24
1395,32
1396,34
1397,32
1398,24
1399,32
1400,28
1401,30
1402,32
1403,33
1404,38
1405,36
1406,45
1407,34
1408,46
1409,36
1410,44
1411,34
1412,34
1413,34
1414,38
1415,34
1416,38
1417,35
1418,35
1419,31
1420,46
1421,43
1422,38
1423,45
1424,42
1425,34
1426,40
1427,32
1428,35
1429,35
1430,32
1431,32
1432,34
1433,38
1434,31
1435,35
1436,41
1437,42
1438,58
1439,46
1440,44
1441,46
1442,46
1443,46
1444,43
1445,40
1446,56
1447,38
1448,40
1449,48
1450,37
1451,46
1452,37
